 4.0 3.21865081787e-05
 8.0 8.60691070557e-05
 12.0 0.000332117080688
 16.0 0.00101017951965
 20.0 0.00225591659546
 24.0 0.00486207008362
 28.0 0.0079550743103
 32.0 0.0122008323669
 36.0 0.0177519321442
 40.0 0.0493710041046
 44.0 0.0858671665192
 48.0 0.154704093933
 52.0 0.205394983292
 56.0 0.256976127625
 60.0 0.29950094223
 64.0 0.36502289772
 72.0 0.634110927582
 80.0 0.95613193512
 88.0 1.4112610817
 96.0 1.88337898254
 104.0 2.71735501289
 112.0 3.63624000549
 120.0 4.79814887047
 128.0 5.65685105324
 144.0 9.84471702576
 160.0 14.4197659492
 176.0 21.7878780365
 192.0 29.2719860077
 208.0 45.7352740765
 224.0 61.8135240078
 240.0 85.5107181072
